"female" "age" "coupon" "churn" "followtime"
"1935" 1 70 0 0 231
"1936" 0 82 0 0 102
"1937" 1 69 0 0 115
"1938" 0 66 0 0 101
"1939" 0 65 0 1 6
"1940" 0 46 0 0 29
"1941" 0 76 0 0 303
"1942" 0 62 0 0 55
"1943" 1 63 0 0 190
"1944" 0 42 0 0 64
"1945" 0 72 0 0 152
"1946" 0 44 0 0 358
"1947" 0 45 0 0 79
"1948" 0 17 0 0 65
"1949" 0 59 0 0 348
"1950" 0 81 1 0 269
"1951" 0 51 0 0 139
"1952" 0 81 0 0 276
"1953" 0 74 0 0 109
"1954" 0 22 1 0 334
"1955" 0 65 0 0 197
"1956" 0 49 0 0 200
"1957" 0 58 0 0 241
"1958" 0 77 0 1 190
"1959" 0 28 0 0 2
"1960" 0 19 0 0 294
"1961" 0 79 0 0 326
"1962" 0 42 0 0 52
"1963" 1 36 0 0 4
"1964" 0 72 0 1 81
"1965" 0 70 0 0 288
"1966" 1 77 0 1 113
"1967" 0 27 1 1 252
"1968" 0 53 1 0 214
"1969" 0 30 0 0 188
"1971" 0 69 0 1 84
"1972" 0 46 1 1 5
"1973" 0 74 0 0 313
"1974" 0 65 0 1 61
"1975" 0 31 0 0 158
"1976" 1 36 0 0 253
"1977" 0 13 0 0 78
"1978" 0 73 0 0 36
"1979" 1 36 0 0 258
"1980" 0 66 0 0 331
"1981" 0 75 0 0 334
"1982" 0 48 1 0 145
"1983" 0 39 0 0 216
"1984" 0 84 1 1 17
"1985" 1 46 0 0 310
"1986" 0 47 1 0 135
"1987" 0 75 0 0 46
"1988" 0 53 0 0 323
"1989" 0 26 0 0 122
"1990" 0 28 0 0 208
"1991" 0 68 1 1 23
"1992" 1 25 0 0 120
"1993" 0 21 0 0 57
"1994" 0 49 0 0 131
"1995" 0 14 1 1 215
"1996" 0 66 0 0 71
"1997" 0 74 0 1 166
"1998" 0 36 0 0 282
"1999" 0 82 0 0 259
"2000" 0 59 0 0 54
"2001" 0 31 0 0 100
"2002" 0 41 0 0 269
"2003" 0 84 0 0 265
"2004" 0 70 0 0 113
"2005" 0 49 0 0 27
"2006" 0 28 0 1 40
"2007" 0 82 0 0 282
"2008" 0 60 0 0 300
"2009" 0 67 0 0 11
"2010" 1 42 0 0 143
"2011" 0 34 1 0 168
"2012" 1 39 0 0 317
"2013" 0 36 0 0 294
"2014" 0 57 0 0 107
"2015" 1 16 0 0 128
"2016" 0 81 1 0 170
"2017" 0 27 0 0 271
"2018" 0 45 0 0 287
"2019" 0 56 0 0 11
"2020" 0 53 0 0 30
"2021" 1 23 0 0 228
"2022" 1 62 0 0 176
"2023" 1 24 1 1 199
"2024" 0 21 1 1 11
"2025" 1 35 1 1 257
"2026" 0 36 0 1 9
"2027" 0 70 0 0 210
"2028" 0 50 0 1 74
"2029" 0 18 0 0 279
"2030" 1 65 0 0 140
"2031" 1 36 1 0 295
"2032" 0 83 0 0 175
"2033" 1 68 0 0 238
"2034" 1 37 0 0 364
"2035" 1 80 1 0 177
"2036" 1 41 1 0 297
"2037" 0 25 0 0 84
"2038" 0 78 0 0 230
"2039" 0 53 0 0 136
"2040" 0 66 0 0 97
"2041" 0 78 0 1 52
"2042" 0 21 0 0 194
"2043" 0 55 0 0 74
"2044" 0 44 1 0 114
"2045" 0 20 1 0 139
"2046" 0 13 1 0 9
"2047" 0 45 0 0 125
"2048" 0 20 1 0 79
"2049" 0 19 0 0 122
"2050" 0 34 0 0 320
"2051" 0 30 0 0 238
"2052" 0 17 0 0 287
"2053" 1 77 1 0 134
"2054" 0 44 1 0 129
"2055" 0 15 0 0 15
"2056" 0 23 0 0 93
"2057" 0 41 0 0 97
"2058" 0 42 0 0 209
"2059" 0 17 0 0 359
"2060" 0 19 0 0 60
"2061" 0 30 1 0 86
"2062" 0 15 0 0 222
"2063" 0 32 0 1 233
"2064" 0 29 1 0 289
"2065" 1 46 0 0 105
"2066" 1 31 0 0 144
"2067" 0 20 0 0 256
"2068" 0 25 0 1 256
"2069" 1 35 1 0 139
"2070" 0 35 0 0 334
"2071" 0 46 0 1 186
"2072" 0 13 0 0 62
"2073" 0 30 0 0 149
"2074" 0 23 1 0 11
"2075" 0 26 1 0 104
"2076" 0 33 1 0 131
"2077" 0 46 0 0 132
"2078" 0 36 0 0 167
"2079" 0 59 1 0 303
"2080" 0 33 0 0 26
"2081" 0 35 0 0 92
"2082" 0 61 0 0 309
"2083" 0 63 0 0 13
"2084" 0 36 0 0 77
"2085" 0 20 0 0 246
"2086" 0 64 0 0 228
"2087" 0 27 1 0 233
"2088" 0 31 0 1 242
"2089" 0 20 0 0 35
"2090" 0 62 0 0 302
"2091" 1 14 0 0 184
"2092" 0 58 1 0 280
"2093" 0 55 1 1 17
"2094" 0 54 1 0 3
"2095" 0 16 0 1 85
"2096" 0 41 0 1 102
"2097" 0 85 1 0 276
"2098" 0 69 0 0 232
"2099" 1 41 0 1 113
"2100" 0 48 1 0 271
"2101" 0 79 1 0 335
"2102" 0 61 0 0 30
"2103" 0 34 0 0 283
"2104" 0 82 0 0 219
"2105" 0 71 0 0 70
"2106" 0 32 0 0 145
"2107" 0 83 0 1 139
"2108" 0 79 1 0 82
"2109" 1 37 1 0 210
"2110" 1 29 1 0 187
"2111" 1 32 0 0 309
"2112" 0 84 0 0 115
"2113" 0 66 1 0 284
"2114" 0 61 0 0 41
"2115" 0 62 0 0 344
"2116" 1 56 1 0 158
"2117" 1 73 0 0 207
"2118" 0 69 0 0 230
"2119" 0 40 1 0 17
"2120" 1 25 1 0 23
"2121" 1 61 0 0 191
"2122" 0 26 0 0 121
"2123" 0 60 0 1 52
"2124" 0 18 0 0 47
"2125" 0 63 0 0 363
"2126" 0 54 1 0 349
"2127" 0 40 0 1 42
"2128" 0 59 1 0 301
"2129" 1 49 0 0 45
"2130" 0 48 1 0 61
"2131" 0 64 0 0 159
"2132" 0 37 0 1 25
"2133" 0 61 1 0 355
"2134" 0 43 0 1 33
"2135" 0 55 0 0 55
"2136" 1 61 0 0 242
"2137" 0 77 0 0 136
"2138" 0 80 1 0 358
"2139" 0 54 0 0 136
"2140" 1 71 0 1 55
"2141" 1 20 0 0 195
"2142" 0 82 0 1 7
"2143" 1 38 0 0 231
"2144" 0 79 0 0 123
"2145" 0 35 1 1 7
"2146" 0 23 1 0 204
"2147" 0 31 0 0 354
"2148" 1 81 0 0 336
"2149" 1 60 1 0 16
"2150" 0 55 0 0 243
"2151" 0 75 0 1 119
"2152" 0 31 0 0 261
"2153" 0 61 1 0 126
"2154" 0 74 0 0 152
"2155" 0 81 0 0 119
"2156" 0 30 0 0 192
"2157" 1 45 0 0 115
"2158" 0 13 0 0 41
"2159" 0 27 1 0 101
"2160" 0 40 0 0 10
"2161" 1 16 1 0 264
"2162" 0 62 0 0 235
"2163" 0 79 0 1 52
"2164" 0 81 0 0 197
"2165" 1 25 0 0 171
"2166" 0 59 0 0 154
"2167" 0 59 0 0 241
"2168" 0 75 0 0 87
"2169" 0 44 0 0 108
"2170" 0 63 0 0 242
"2171" 0 62 0 0 65
"2172" 0 69 0 0 230
"2173" 1 59 0 0 19
"2174" 0 53 1 0 136
"2175" 0 19 0 0 306
"2176" 0 85 1 0 228
"2177" 0 59 1 0 320
"2178" 1 81 0 0 218
"2179" 0 28 0 0 95
"2180" 0 62 0 0 168
"2181" 0 78 0 0 122
"2182" 1 14 0 0 73
"2183" 1 24 0 0 59
"2184" 0 67 1 0 230
"2185" 0 80 0 0 265
"2186" 0 38 0 0 324
"2187" 0 52 1 0 102
"2188" 0 49 1 0 30
"2189" 1 18 1 0 32
"2190" 0 57 0 0 172
"2191" 1 65 0 0 91
"2192" 1 75 0 0 55
"2193" 0 43 0 0 137
"2194" 0 45 0 0 247
"2195" 0 19 0 0 285
"2196" 0 49 0 0 59
"2197" 1 42 1 0 67
"2198" 0 73 0 0 265
"2199" 0 32 0 0 226
"2200" 0 46 0 0 278
"2201" 0 84 0 0 340
"2202" 0 27 0 0 176
"2203" 0 73 0 0 34
"2204" 0 42 0 0 237
"2205" 0 81 0 0 52
"2206" 0 70 0 0 156
"2207" 0 76 0 0 146
"2208" 1 67 0 0 208
"2209" 0 47 0 0 6
"2210" 1 78 0 0 228
"2211" 0 16 0 0 190
"2212" 0 36 1 0 243
"2213" 1 78 0 1 133
"2214" 1 28 0 0 142
"2215" 0 21 0 0 312
"2216" 0 75 1 0 172
"2217" 1 43 0 0 121
"2218" 1 59 0 0 49
"2219" 0 37 0 0 231
"2220" 0 61 0 1 285
"2221" 0 59 0 0 243
"2222" 0 67 0 0 357
"2223" 1 23 0 1 92
"2224" 1 61 0 0 278
"2225" 0 69 1 0 153
"2226" 0 71 0 0 311
"2227" 1 45 1 0 177
"2228" 0 80 0 1 13
"2229" 0 34 0 1 36
"2230" 0 62 1 1 12
"2231" 0 26 0 0 316
"2232" 0 21 0 0 180
"2233" 0 36 1 0 203
"2234" 0 20 0 0 19
"2235" 0 58 0 0 254
"2236" 1 78 1 0 98
"2237" 0 50 1 0 319
"2238" 0 74 0 1 263
"2239" 0 74 0 0 255
"2240" 0 41 0 0 188
"2241" 0 80 0 0 176
"2242" 1 61 0 1 277
"2243" 0 60 0 0 116
"2244" 0 68 1 0 170
"2245" 1 51 0 0 352
"2246" 0 31 0 0 240
"2247" 0 31 1 0 231
"2248" 1 17 0 0 238
"2249" 0 43 0 0 125
"2250" 0 14 0 0 189
"2251" 0 51 0 0 11
"2252" 0 42 1 0 199
"2253" 0 16 0 0 293
"2254" 0 74 0 0 9
"2255" 0 43 0 0 210
"2256" 0 23 0 0 73
"2257" 0 30 0 0 345
"2258" 0 33 0 0 239
"2259" 1 38 0 0 320
"2260" 0 24 1 0 289
"2261" 1 47 1 0 165
"2262" 0 25 0 0 94
"2263" 0 35 0 0 104
"2264" 0 47 0 0 1
"2265" 0 19 0 0 319
"2266" 0 54 0 0 168
"2267" 0 78 0 0 72
"2268" 0 76 0 0 261
"2269" 0 25 1 0 329
"2270" 0 64 0 0 146
"2271" 0 22 0 0 290
"2272" 0 32 0 0 156
"2273" 0 42 0 0 153
"2274" 0 76 0 0 270
"2275" 0 51 0 0 4
"2276" 0 57 0 0 87
"2277" 0 61 1 1 96
"2278" 0 32 0 0 239
"2279" 0 81 0 1 94
"2280" 1 16 0 1 61
"2281" 0 74 0 0 279
"2282" 0 40 0 0 144
"2283" 0 49 0 0 185
"2284" 0 55 0 0 105
"2285" 1 58 0 0 342
"2286" 1 31 1 1 156
"2287" 0 23 1 0 322
"2288" 1 62 0 0 224
"2289" 1 41 0 0 303
"2290" 0 24 0 0 309
"2291" 0 32 0 0 176
"2292" 0 82 0 0 278
"2293" 0 33 0 0 99
"2294" 0 41 0 0 5
"2295" 1 26 0 0 39
"2296" 1 44 0 0 133
"2297" 0 45 1 0 282
"2298" 1 18 0 0 80
"2299" 0 24 0 0 220
"2300" 0 15 0 0 344
"2301" 1 55 0 0 341
"2302" 0 81 0 0 118
"2303" 0 83 0 0 60
"2304" 1 47 0 0 57
"2305" 0 79 0 0 314
"2306" 0 81 1 0 190
"2307" 0 39 1 0 222
"2308" 1 53 1 1 18
"2309" 0 43 0 0 172
"2310" 0 85 0 0 161
"2311" 0 62 0 0 342
"2312" 0 44 0 0 218
"2313" 0 58 0 0 179
"2314" 0 27 1 1 14
"2315" 0 40 0 0 274
"2316" 0 56 0 0 252
"2317" 0 85 0 0 269
"2318" 0 49 0 0 85
"2319" 0 54 1 1 30
"2320" 0 63 0 0 192
"2321" 0 58 0 0 127
"2322" 0 24 0 0 291
"2323" 0 80 0 0 123
"2324" 1 84 0 0 245
"2325" 0 49 0 0 82
"2326" 0 85 0 0 72
"2327" 0 78 0 0 89
"2328" 1 74 0 0 340
"2329" 0 20 0 0 234
"2330" 1 77 0 0 111
"2331" 1 18 0 0 5
"2332" 0 35 0 1 41
"2333" 0 54 0 0 126
"2334" 0 40 0 0 317
"2335" 0 68 0 0 213
"2336" 0 27 0 0 263
"2337" 0 40 0 0 348
"2338" 0 60 0 0 188
"2339" 1 32 0 0 175
"2340" 0 83 0 0 234
"2341" 1 16 0 0 48
"2342" 0 46 0 0 52
"2343" 0 15 0 0 322
"2344" 0 79 0 0 170
"2345" 0 83 0 0 71
"2346" 0 60 0 0 279
"2347" 0 76 0 1 106
"2348" 0 73 0 0 355
"2349" 1 23 0 0 149
"2350" 0 44 1 0 226
"2351" 0 49 0 0 281
"2352" 0 62 0 0 159
"2353" 0 79 0 0 158
"2354" 1 39 0 1 145
"2355" 0 17 0 0 113
"2356" 0 56 0 0 65
"2357" 1 35 0 0 299
"2358" 1 33 0 1 261
"2359" 0 38 0 0 140
"2360" 0 56 0 0 330
"2361" 0 58 0 0 112
"2362" 1 76 0 1 149
"2363" 0 56 0 0 91
"2364" 0 78 1 0 27
"2365" 0 65 0 0 156
"2366" 0 47 1 1 3
"2367" 0 35 0 1 308
"2368" 0 14 0 1 273
"2369" 1 18 1 0 106
"2370" 0 83 1 1 140
"2371" 0 41 0 0 120
"2372" 1 65 0 0 172
"2373" 0 48 1 0 206
"2374" 0 39 1 0 190
"2375" 1 73 0 0 37
"2376" 1 49 0 0 19
"2377" 0 53 0 0 333
"2378" 1 59 0 0 101
"2379" 0 46 0 0 106
"2380" 0 23 0 0 62
"2381" 0 42 0 0 204
"2382" 0 79 0 0 34
"2383" 0 55 1 0 279
"2384" 1 83 0 1 263
"2385" 0 13 0 0 268
"2386" 0 64 0 0 356
"2387" 0 33 0 0 70
"2388" 0 18 1 0 192
"2389" 0 18 0 1 291
"2390" 0 21 1 0 134
"2391" 0 77 1 0 2
"2392" 0 73 1 1 323
"2393" 0 80 1 0 149
"2394" 0 51 0 0 290
"2395" 1 52 0 0 26
"2396" 0 63 0 1 5
"2397" 0 40 1 0 90
"2398" 0 31 1 0 252
"2399" 0 33 0 0 116
"2400" 0 75 0 0 218
"2401" 0 46 0 0 305
"2402" 0 45 0 0 6
"2403" 0 58 1 0 137
"2404" 0 84 0 0 282
"2405" 0 26 0 0 294
"2406" 1 45 0 0 251
"2407" 0 20 1 0 73
"2408" 0 70 0 0 5
"2409" 0 18 0 0 113
"2410" 0 51 1 0 59
"2411" 0 85 0 1 18
"2412" 0 63 1 0 136
"2413" 0 59 0 0 126
"2414" 0 17 0 0 233
"2415" 0 33 1 0 111
"2416" 0 30 0 0 161
"2417" 1 20 1 0 318
"2418" 0 65 0 0 261
"2419" 0 39 0 0 15
"2420" 0 47 0 0 100
"2421" 1 43 0 0 259
"2422" 0 17 0 0 270
"2423" 1 43 0 0 80
"2424" 0 75 0 0 194
"2425" 0 22 1 0 310
"2426" 0 46 0 0 161
"2427" 1 13 0 0 122
"2428" 0 16 0 0 119
"2429" 0 61 0 0 168
"2430" 0 49 0 0 33
"2431" 0 44 0 0 44
"2432" 0 77 0 0 247
"2433" 1 69 0 0 54
"2434" 1 14 0 0 334
"2435" 0 47 0 0 18
"2436" 0 30 1 0 64
"2437" 1 72 1 0 291
"2438" 0 42 0 0 181
"2439" 0 48 0 0 8
"2440" 1 56 0 0 88
"2441" 1 38 0 0 284
"2442" 0 65 0 0 189
"2443" 0 44 0 0 317
"2444" 0 17 0 0 320
"2445" 1 30 0 0 195
"2446" 0 35 1 0 361
"2447" 0 74 0 0 182
"2448" 1 76 0 0 18
"2449" 1 62 0 0 311
"2450" 0 44 0 0 202
"2451" 0 13 0 0 334
"2452" 0 23 0 1 47
"2453" 0 55 0 0 307
"2454" 0 80 1 0 73
"2455" 0 32 0 0 75
"2456" 0 37 0 1 109
"2457" 1 55 1 0 26
"2458" 0 28 0 0 119
"2459" 0 15 1 0 85
"2460" 0 49 0 0 25
"2461" 1 76 0 0 319
"2462" 0 66 0 0 124
"2463" 1 29 1 0 309
"2464" 0 57 0 0 24
"2465" 0 58 0 0 162
"2466" 1 18 1 0 127
"2467" 0 51 1 0 115
"2468" 0 76 0 0 193
"2469" 0 20 0 0 271
"2470" 1 80 0 0 333
"2471" 0 14 0 1 176
"2472" 0 15 1 0 129
"2473" 0 44 1 0 67
"2474" 0 19 0 0 280
"2475" 0 54 0 0 300
"2476" 1 67 0 0 62
"2477" 0 60 0 0 326
"2478" 0 15 0 0 50
"2479" 0 80 0 0 146
"2480" 1 57 0 0 203
"2481" 0 33 0 0 154
"2482" 0 61 1 0 242
"2483" 0 51 1 0 78
"2484" 0 45 0 0 76
"2485" 0 50 0 0 45
"2486" 0 54 0 0 103
"2487" 0 71 0 0 37
"2488" 0 47 0 0 299
"2489" 0 14 1 1 6
"2490" 0 42 0 0 84
"2491" 0 27 1 0 87
"2492" 0 35 0 0 125
"2493" 0 42 0 1 76
"2494" 0 51 0 1 157
"2495" 0 46 0 1 17
"2496" 0 24 1 1 78
"2497" 0 74 0 0 162
"2498" 0 84 0 0 362
"2499" 0 25 1 0 44
"2500" 0 85 0 0 259
"2501" 0 74 0 0 9
"2502" 0 57 0 0 205
"2503" 0 32 0 0 18
"2504" 0 17 0 0 180
"2505" 1 17 0 1 99
"2506" 1 18 0 0 205
"2507" 1 84 1 1 10
"2508" 0 24 0 1 341
"2509" 1 41 0 0 347
"2510" 0 65 1 0 324
"2511" 0 19 0 1 25
"2512" 0 70 0 0 131
"2513" 1 65 0 0 152
"2514" 0 36 1 1 133
"2515" 0 66 0 0 104
"2516" 1 72 0 0 39
"2517" 0 63 0 0 41
"2518" 0 20 0 0 21
"2519" 0 75 0 0 192
"2520" 1 46 0 0 192
"2521" 0 51 0 0 285
"2522" 0 73 1 0 17
"2523" 0 19 1 0 216
"2524" 0 50 0 0 29
"2525" 0 38 0 0 231
"2526" 0 31 0 0 41
"2527" 0 70 0 0 123
"2528" 1 72 0 0 230
"2529" 0 24 0 0 44
"2530" 1 84 0 0 121
"2531" 0 54 0 0 53
"2532" 0 65 0 0 257
"2533" 0 13 0 1 50
"2534" 0 42 0 0 185
"2535" 0 55 0 0 58
"2536" 0 16 0 0 217
"2537" 0 55 0 0 31
"2538" 1 45 1 0 119
"2539" 1 83 0 0 68
"2540" 1 49 0 0 238
"2541" 0 71 1 0 136
"2542" 0 19 1 0 170
"2543" 0 26 1 0 127
"2544" 1 55 1 0 26
"2545" 0 48 0 0 26
"2546" 0 83 1 0 326
"2547" 1 19 1 0 16
"2548" 0 46 0 0 166
"2549" 0 77 0 0 173
"2550" 0 55 0 1 51
"2551" 1 73 1 0 329
"2552" 0 40 0 0 128
"2553" 1 65 0 0 236
"2554" 1 44 0 0 27
"2555" 0 70 0 1 199
"2556" 0 41 1 0 64
"2557" 0 78 0 0 357
"2558" 0 47 1 0 189
"2559" 0 52 0 0 355
"2560" 0 17 0 0 277
"2561" 0 22 0 0 189
"2562" 0 47 0 0 139
"2563" 0 69 0 0 118
"2564" 0 23 1 0 147
"2565" 0 77 0 0 120
"2566" 1 68 1 0 95
"2567" 0 27 0 0 17
"2568" 0 81 0 0 136
"2569" 0 80 0 0 333
"2570" 1 40 1 0 192
"2571" 0 50 0 0 110
"2572" 0 66 0 0 9
"2573" 1 46 0 0 76
"2574" 0 63 0 0 24
"2575" 1 85 0 0 311
"2576" 1 18 0 0 202
"2577" 0 34 0 0 282
"2578" 1 18 0 0 286
"2579" 0 61 0 0 79
"2580" 0 18 0 0 7
"2581" 0 75 0 0 58
"2582" 0 80 0 0 227
"2583" 0 31 0 0 124
"2584" 0 75 0 0 323
"2585" 1 19 1 1 30
"2586" 1 14 0 0 209
"2587" 1 85 0 0 73
"2588" 1 67 0 0 261
"2589" 0 56 0 0 236
"2590" 0 16 0 0 295
"2591" 1 16 0 0 89
"2592" 0 21 0 0 153
"2593" 0 57 0 0 64
"2594" 0 36 0 0 40
"2595" 0 21 0 0 73
"2596" 0 50 0 0 35
"2597" 0 45 0 0 262
"2598" 0 81 0 1 63
"2599" 0 30 0 1 67
"2600" 1 80 0 0 234
"2601" 0 19 0 0 42
"2602" 0 37 0 0 67
"2603" 0 67 0 0 71
"2604" 0 37 0 0 124
"2605" 0 28 0 0 85
"2606" 1 45 1 0 30
"2607" 1 33 0 0 189
"2608" 0 41 0 0 61
"2609" 0 13 0 0 9
"2610" 0 52 0 0 67
"2611" 1 72 0 0 309
"2612" 0 40 0 0 45
"2613" 0 30 0 1 238
"2614" 0 74 0 0 343
"2615" 1 81 0 0 330
"2616" 0 85 0 0 156
"2617" 0 37 0 0 179
"2618" 0 66 0 0 172
"2619" 0 59 0 0 352
"2620" 0 33 1 0 176
"2621" 0 72 0 0 89
"2622" 0 69 0 0 62
"2623" 1 36 0 0 19
"2624" 0 53 1 0 331
"2625" 0 16 0 0 116
"2626" 0 32 0 0 346
"2627" 0 72 1 0 139
"2628" 0 82 0 0 197
"2629" 0 75 0 0 11
"2630" 0 40 0 0 126
"2631" 1 59 0 0 317
"2632" 0 45 1 0 16
"2633" 0 60 0 0 136
"2634" 0 22 0 0 70
"2635" 0 16 0 0 55
"2636" 0 70 0 0 96
"2637" 0 36 0 0 192
"2638" 0 77 0 0 108
"2639" 0 63 0 0 41
"2640" 1 57 0 0 44
"2641" 0 45 0 0 209
"2642" 0 47 1 0 180
"2643" 0 16 0 0 307
"2644" 0 31 0 0 211
"2645" 0 64 0 0 229
"2646" 1 77 0 0 141
"2647" 0 49 0 0 103
"2648" 0 72 0 1 261
"2649" 1 56 0 0 78
"2650" 1 44 0 0 237
"2651" 0 27 1 0 87
"2652" 0 62 0 0 142
"2653" 0 70 0 0 117
"2654" 0 50 1 1 21
"2655" 1 15 1 0 16
"2656" 0 61 0 0 151
"2657" 0 73 0 0 106
"2658" 0 25 0 0 256
"2659" 0 13 0 0 182
"2660" 0 62 0 0 3
"2661" 0 17 0 0 308
"2662" 1 55 1 0 228
"2663" 0 52 0 0 45
"2664" 0 34 0 0 92
"2665" 0 36 0 0 87
"2666" 0 44 0 0 272
"2667" 0 84 0 0 338
"2668" 0 55 0 0 218
"2669" 0 50 0 0 44
"2670" 0 38 0 0 62
"2671" 0 63 0 0 115
"2672" 0 40 0 0 151
"2673" 1 16 1 0 307
"2674" 1 18 0 0 108
"2675" 0 49 1 0 110
"2676" 1 42 1 0 337
"2677" 0 42 0 0 42
"2678" 1 81 0 0 191
"2679" 0 33 0 0 107
"2681" 0 64 0 0 364
"2682" 1 58 0 0 203
"2683" 0 57 0 0 148
"2684" 0 38 0 0 181
"2685" 1 53 0 0 234
"2686" 0 49 0 0 311
"2687" 0 75 0 0 85
"2688" 1 62 0 0 64
"2689" 1 48 0 0 19
"2690" 0 36 1 1 220
"2691" 0 83 0 0 57
"2692" 0 45 0 0 98
"2693" 0 41 0 0 104
"2694" 0 54 0 0 252
"2695" 0 32 0 1 58
"2696" 0 31 1 0 142
"2697" 0 75 0 0 300
"2698" 0 67 1 0 248
"2699" 0 75 0 0 269
"2700" 0 53 0 0 52
"2701" 0 54 1 1 7
"2702" 0 83 0 0 192
"2703" 0 48 0 1 75
"2704" 0 83 1 0 308
"2705" 0 56 0 0 239
"2706" 0 35 0 0 263
"2707" 0 70 0 0 29
"2708" 0 58 0 0 36
"2709" 1 58 1 0 71
"2710" 0 75 1 0 341
"2711" 0 32 0 0 1
"2712" 0 76 1 0 46
"2713" 0 40 0 0 212
"2714" 1 31 0 1 129
"2715" 0 38 0 0 67
"2716" 0 44 0 0 168
"2717" 1 40 0 0 81
"2718" 0 50 0 0 102
"2719" 0 42 1 0 256
"2720" 1 63 0 0 345
"2721" 0 20 0 0 221
"2722" 0 50 0 0 244
"2723" 0 76 0 0 78
"2724" 0 26 0 1 128
"2725" 0 48 0 1 214
"2726" 1 57 0 0 295
"2727" 0 33 1 1 256
"2728" 0 15 0 1 199
"2729" 0 45 0 0 170
"2730" 0 43 0 0 353
"2731" 0 31 0 1 195
"2732" 0 39 0 0 49
"2733" 1 82 0 0 251
"2734" 0 64 0 0 94
"2735" 0 74 0 0 103
"2736" 0 54 0 0 167
"2737" 1 48 0 0 4
"2738" 0 29 0 0 83
"2739" 1 44 0 0 159
"2740" 0 45 0 0 93
"2741" 0 81 0 0 193
"2742" 0 38 0 0 123
"2743" 0 62 0 0 290
"2744" 0 62 0 0 32
"2745" 0 55 0 0 23
"2746" 0 15 0 0 127
"2747" 0 31 0 0 69
"2748" 1 18 1 0 131
"2749" 0 74 0 0 115
"2750" 0 14 0 0 121
"2751" 0 38 0 1 76
"2752" 0 40 0 0 84
"2753" 1 60 0 0 233
"2754" 0 24 0 0 208
"2755" 0 75 1 1 22
"2756" 1 79 0 0 182
"2757" 0 51 0 0 247
"2758" 0 18 0 0 47
"2759" 0 58 0 0 352
"2760" 1 30 0 0 208
"2761" 1 78 1 0 79
"2762" 1 71 1 0 115
"2763" 0 52 0 0 191
"2764" 0 79 0 0 51
"2765" 0 54 0 0 206
"2766" 0 75 0 0 338
"2767" 1 13 1 0 335
"2768" 0 81 0 0 199
"2769" 1 41 0 0 29
"2770" 0 78 0 1 231
"2771" 0 76 1 0 268
"2772" 1 76 0 0 331
"2773" 0 37 1 0 87
"2774" 0 52 0 0 228
"2775" 1 16 0 1 175
"2776" 0 49 0 0 356
"2777" 0 24 0 0 183
"2778" 1 81 0 0 200
"2779" 0 43 0 0 272
"2780" 0 72 1 1 24
"2781" 0 40 0 0 238
"2782" 1 45 0 1 70
"2783" 0 60 1 0 3
"2784" 0 85 0 0 18
"2785" 0 29 0 1 107
"2786" 1 71 0 0 30
"2787" 0 71 0 0 326
"2788" 1 63 0 0 230
"2789" 0 26 0 0 10
"2790" 0 68 0 0 308
"2791" 0 25 0 0 19
"2792" 1 31 1 0 194
"2793" 0 45 0 0 39
"2794" 0 29 0 0 83
"2795" 0 72 1 1 13
"2796" 0 68 0 0 78
"2797" 0 51 0 0 243
"2798" 0 45 1 0 105
"2799" 0 66 0 0 228
"2800" 0 37 0 0 179
"2801" 1 36 1 1 49
"2802" 0 45 0 0 244
"2803" 0 61 0 0 16
"2804" 0 25 0 0 285
"2805" 1 26 0 0 155
"2806" 0 63 0 0 139
"2807" 0 33 0 0 275
"2808" 1 59 0 0 340
"2809" 0 66 1 1 117
"2810" 0 28 0 0 280
"2811" 1 20 0 1 128
"2812" 0 44 0 0 261
"2813" 1 21 0 0 55
"2814" 0 55 1 0 20
"2815" 0 81 0 0 342
"2816" 0 63 0 0 199
"2817" 0 66 1 0 146
"2818" 0 47 0 0 288
"2819" 0 35 0 0 227
"2820" 0 61 0 0 62
"2821" 0 25 0 0 297
"2822" 1 51 0 0 208
"2823" 0 65 0 0 205
"2824" 1 18 0 0 315
"2825" 0 80 0 0 272
"2826" 1 53 0 1 15
"2827" 0 77 1 0 57
"2828" 0 65 0 0 166
"2829" 0 32 0 0 349
"2830" 0 27 0 0 274
"2831" 0 65 0 0 63
"2832" 0 20 0 0 143
"2833" 0 64 0 0 280
"2834" 0 26 0 0 211
"2835" 0 40 0 0 301
"2836" 0 48 1 0 44
"2837" 0 47 0 0 19
"2838" 0 63 0 0 195
"2839" 0 29 0 0 201
"2840" 0 74 0 0 300
"2841" 0 57 0 0 33
"2842" 0 37 0 0 71
"2843" 1 67 0 0 45
"2844" 0 17 0 0 292
"2845" 0 74 0 0 116
"2846" 0 83 0 0 1
"2847" 0 54 0 0 285
"2848" 0 20 0 0 272
"2849" 1 41 0 1 45
"2850" 0 35 0 1 87
"2851" 0 47 0 0 243
"2852" 0 47 0 0 75
"2853" 0 71 0 1 46
"2854" 0 38 0 1 18
"2855" 0 40 0 0 241
"2856" 1 16 1 0 191
"2857" 0 23 1 0 221
"2858" 0 48 0 1 58
"2859" 1 25 0 0 175
"2860" 0 42 0 0 250
"2861" 0 67 1 1 9
"2862" 1 16 0 0 235
"2863" 0 27 0 0 81
"2864" 0 85 0 0 143
"2865" 0 66 0 0 183
"2866" 0 28 1 0 85
"2867" 0 47 1 0 306
